time,mouse_key
2021-06-11T18:30:39.798,"{}"
2021-06-11T18:30:39.803,"{}"
2021-06-11T18:30:39.807,"{}"
2021-06-11T18:30:39.810,"{}"
2021-06-11T18:30:39.815,"{}"
2021-06-11T18:30:39.820,"{}"
2021-06-11T18:30:39.823,"{}"
2021-06-11T18:30:39.829,"{}"
2021-06-11T18:30:39.832,"{}"
2021-06-11T18:30:39.839,"{}"
2021-06-11T18:30:39.842,"{}"
2021-06-11T18:30:39.848,"{}"
2021-06-11T18:30:39.851,"{}"
2021-06-11T18:30:39.854,"{}"
2021-06-11T18:30:39.860,"{}"
2021-06-11T18:30:39.865,"{}"
2021-06-11T18:30:39.869,"{}"
2021-06-11T18:30:39.872,"{}"
2021-06-11T18:30:39.876,"{}"
2021-06-11T18:30:39.880,"{}"
2021-06-11T18:30:39.885,"{}"
2021-06-11T18:30:39.888,"{}"
2021-06-11T18:30:39.892,"{}"
2021-06-11T18:30:39.897,"{}"
2021-06-11T18:30:39.901,"{}"
2021-06-11T18:30:39.906,"{}"
2021-06-11T18:30:39.909,"{}"
2021-06-11T18:30:39.915,"{}"
2021-06-11T18:30:39.918,"{}"
2021-06-11T18:30:39.923,"{}"
2021-06-11T18:30:39.926,"{}"
2021-06-11T18:30:39.930,"{}"
2021-06-11T18:30:39.934,"{}"
2021-06-11T18:30:39.939,"{}"
2021-06-11T18:30:39.942,"{}"
2021-06-11T18:30:39.947,"{}"
2021-06-11T18:30:39.950,"{}"
2021-06-11T18:30:39.955,"{}"
2021-06-11T18:30:39.959,"{}"
2021-06-11T18:30:39.964,"{}"
2021-06-11T18:30:39.968,"{}"
2021-06-11T18:30:39.972,"{}"
2021-06-11T18:30:39.976,"{}"
2021-06-11T18:30:39.980,"{}"
2021-06-11T18:30:39.984,"{}"
2021-06-11T18:30:39.989,"{}"
2021-06-11T18:30:39.993,"{}"
2021-06-11T18:30:39.998,"{}"
2021-06-11T18:30:40.001,"{}"
2021-06-11T18:30:40.006,"{}"
2021-06-11T18:30:40.011,"{}"
2021-06-11T18:30:40.016,"{}"
2021-06-11T18:30:40.019,"{}"
2021-06-11T18:30:40.025,"{}"
2021-06-11T18:30:40.028,"{}"
2021-06-11T18:30:40.032,"{}"
2021-06-11T18:30:40.039,"{}"
2021-06-11T18:30:40.041,"{}"
2021-06-11T18:30:40.047,"{}"
2021-06-11T18:30:40.051,"{}"
2021-06-11T18:30:40.055,"{}"
2021-06-11T18:30:40.060,"{}"
2021-06-11T18:30:40.064,"{}"
2021-06-11T18:30:40.067,"{}"
2021-06-11T18:30:40.072,"{}"
2021-06-11T18:30:40.077,"{}"
2021-06-11T18:30:40.081,"{}"
2021-06-11T18:30:40.084,"{}"
2021-06-11T18:30:40.089,"{}"
2021-06-11T18:30:40.092,"{}"
2021-06-11T18:30:40.097,"{}"
2021-06-11T18:30:40.101,"{}"
2021-06-11T18:30:40.104,"{}"
2021-06-11T18:30:40.110,"{}"
2021-06-11T18:30:40.115,"{}"
2021-06-11T18:30:40.119,"{}"
2021-06-11T18:30:40.124,"{}"
2021-06-11T18:30:40.128,"{}"
2021-06-11T18:30:40.132,"{}"
2021-06-11T18:30:40.135,"{}"
2021-06-11T18:30:40.140,"{}"
2021-06-11T18:30:40.144,"{}"
2021-06-11T18:30:40.153,"{}"
2021-06-11T18:30:40.153,"{}"
2021-06-11T18:30:40.159,"{}"
2021-06-11T18:30:40.163,"{}"
2021-06-11T18:30:40.169,"{}"
2021-06-11T18:30:40.173,"{}"
2021-06-11T18:30:40.177,"{}"
2021-06-11T18:30:40.183,"{}"
2021-06-11T18:30:40.187,"{}"
2021-06-11T18:30:40.192,"{}"
2021-06-11T18:30:40.198,"{}"
2021-06-11T18:30:40.201,"{}"
2021-06-11T18:30:40.205,"{}"
2021-06-11T18:30:40.210,"{}"
2021-06-11T18:30:40.214,"{}"
2021-06-11T18:30:40.220,"{}"
2021-06-11T18:30:40.224,"{}"
2021-06-11T18:30:40.228,"{}"
2021-06-11T18:30:40.232,"{}"
2021-06-11T18:30:40.237,"{}"
2021-06-11T18:30:40.240,"{}"
2021-06-11T18:30:40.245,"{}"
2021-06-11T18:30:40.250,"{}"
2021-06-11T18:30:40.254,"{}"
2021-06-11T18:30:40.258,"{}"
2021-06-11T18:30:40.261,"{}"
2021-06-11T18:30:40.266,"{}"
2021-06-11T18:30:40.271,"{}"
2021-06-11T18:30:40.276,"{}"
2021-06-11T18:30:40.281,"{}"
2021-06-11T18:30:40.286,"{}"
2021-06-11T18:30:40.290,"{}"
2021-06-11T18:30:40.295,"{}"
2021-06-11T18:30:40.299,"{}"
2021-06-11T18:30:40.305,"{}"
2021-06-11T18:30:40.307,"{}"
2021-06-11T18:30:40.311,"{}"
2021-06-11T18:30:40.317,"{}"
2021-06-11T18:30:40.321,"{}"
2021-06-11T18:30:40.325,"{}"
