time,mouse_dx,mouse_dy,mouse_scroll
2021-06-07T14:52:37.032,0,0,0
2021-06-07T14:52:37.036,0,0,0
2021-06-07T14:52:37.043,0,0,0
2021-06-07T14:52:37.046,0,0,0
2021-06-07T14:52:37.050,0,0,0
2021-06-07T14:52:37.054,0,0,0
2021-06-07T14:52:37.058,0,0,0
2021-06-07T14:52:37.062,0,0,0
2021-06-07T14:52:37.066,0,0,0
2021-06-07T14:52:37.070,0,0,0
2021-06-07T14:52:37.074,0,0,0
2021-06-07T14:52:37.078,0,0,0
2021-06-07T14:52:37.082,0,0,0
2021-06-07T14:52:37.086,0,0,0
2021-06-07T14:52:37.090,0,0,0
2021-06-07T14:52:37.094,0,0,0
2021-06-07T14:52:37.098,0,0,0
2021-06-07T14:52:37.102,0,0,0
2021-06-07T14:52:37.106,0,0,0
2021-06-07T14:52:37.110,0,0,0
2021-06-07T14:52:37.114,0,0,0
2021-06-07T14:52:37.118,0,0,0
2021-06-07T14:52:37.122,0,0,0
2021-06-07T14:52:37.126,0,0,0
2021-06-07T14:52:37.130,0,0,0
2021-06-07T14:52:37.134,0,0,0
2021-06-07T14:52:37.138,0,0,0
2021-06-07T14:52:37.142,0,0,0
2021-06-07T14:52:37.146,0,0,0
2021-06-07T14:52:37.150,0,0,0
2021-06-07T14:52:37.154,0,0,0
2021-06-07T14:52:37.158,0,0,0
2021-06-07T14:52:37.162,0,0,0
2021-06-07T14:52:37.167,0,0,0
2021-06-07T14:52:37.171,0,0,0
2021-06-07T14:52:37.176,0,0,0
2021-06-07T14:52:37.180,0,0,0
2021-06-07T14:52:37.184,0,0,0
2021-06-07T14:52:37.188,0,0,0
2021-06-07T14:52:37.193,0,0,0
2021-06-07T14:52:37.198,0,0,0
2021-06-07T14:52:37.202,0,0,0
2021-06-07T14:52:37.206,0,0,0
2021-06-07T14:52:37.211,0,0,0
2021-06-07T14:52:37.215,0,0,0
2021-06-07T14:52:37.220,0,0,0
2021-06-07T14:52:37.224,0,0,0
2021-06-07T14:52:37.228,0,0,0
2021-06-07T14:52:37.232,0,0,0
2021-06-07T14:52:37.236,0,0,0
2021-06-07T14:52:37.240,0,0,0
2021-06-07T14:52:37.244,0,0,0
2021-06-07T14:52:37.247,0,0,0
2021-06-07T14:52:37.251,0,0,0
2021-06-07T14:52:37.255,0,0,0
2021-06-07T14:52:37.259,0,0,0
2021-06-07T14:52:37.263,0,0,0
2021-06-07T14:52:37.267,0,0,0
2021-06-07T14:52:37.271,0,0,0
2021-06-07T14:52:37.275,0,0,0
2021-06-07T14:52:37.279,0,0,0
2021-06-07T14:52:37.283,0,0,0
2021-06-07T14:52:37.287,0,0,0
2021-06-07T14:52:37.291,0,0,0
2021-06-07T14:52:37.295,0,0,0
2021-06-07T14:52:37.299,0,0,0
2021-06-07T14:52:37.303,0,0,0
2021-06-07T14:52:37.307,0,0,0
2021-06-07T14:52:37.311,0,0,0
2021-06-07T14:52:37.315,0,0,0
2021-06-07T14:52:37.319,0,0,0
2021-06-07T14:52:37.324,0,0,0
2021-06-07T14:52:37.328,0,0,0
2021-06-07T14:52:37.332,0,0,0
2021-06-07T14:52:37.336,0,0,0
2021-06-07T14:52:37.341,0,0,0
2021-06-07T14:52:37.344,0,0,0
2021-06-07T14:52:37.348,0,0,0
2021-06-07T14:52:37.352,0,0,0
2021-06-07T14:52:37.357,0,0,0
2021-06-07T14:52:37.360,0,0,0
2021-06-07T14:52:37.364,0,0,0
2021-06-07T14:52:37.368,0,0,0
2021-06-07T14:52:37.372,0,0,0
2021-06-07T14:52:37.376,0,0,0
2021-06-07T14:52:37.381,0,0,0
2021-06-07T14:52:37.385,0,0,0
2021-06-07T14:52:37.390,0,0,0
2021-06-07T14:52:37.395,0,0,0
2021-06-07T14:52:37.399,0,0,0
2021-06-07T14:52:37.404,0,0,0
2021-06-07T14:52:37.407,0,0,0
2021-06-07T14:52:37.412,0,0,0
2021-06-07T14:52:37.416,0,0,0
2021-06-07T14:52:37.420,0,0,0
2021-06-07T14:52:37.425,0,0,0
2021-06-07T14:52:37.429,0,0,0
2021-06-07T14:52:37.433,0,0,0
2021-06-07T14:52:37.438,0,0,0
2021-06-07T14:52:37.443,0,0,0
2021-06-07T14:52:37.447,0,0,0
2021-06-07T14:52:37.451,0,0,0
2021-06-07T14:52:37.455,0,0,0
2021-06-07T14:52:37.460,0,0,0
2021-06-07T14:52:37.465,0,0,0
2021-06-07T14:52:37.469,0,0,0
2021-06-07T14:52:37.473,0,0,0
2021-06-07T14:52:37.477,0,0,0
2021-06-07T14:52:37.481,0,0,0
2021-06-07T14:52:37.485,0,0,0
2021-06-07T14:52:37.490,0,0,0
2021-06-07T14:52:37.495,0,0,0
2021-06-07T14:52:37.499,0,0,0
2021-06-07T14:52:37.504,0,0,0
2021-06-07T14:52:37.508,0,0,0
2021-06-07T14:52:37.512,0,0,0
2021-06-07T14:52:37.516,0,0,0
2021-06-07T14:52:37.520,0,0,0
2021-06-07T14:52:37.525,0,0,0
2021-06-07T14:52:37.529,0,0,0
2021-06-07T14:52:37.532,0,0,0
2021-06-07T14:52:37.536,0,0,0
2021-06-07T14:52:37.540,0,0,0
2021-06-07T14:52:37.545,0,0,0
2021-06-07T14:52:37.549,0,0,0
2021-06-07T14:52:37.553,0,0,0
2021-06-07T14:52:37.558,0,0,0
2021-06-07T14:52:37.563,0,0,0
2021-06-07T14:52:37.567,0,0,0
2021-06-07T14:52:37.571,0,0,0
2021-06-07T14:52:37.575,0,0,0
2021-06-07T14:52:37.579,0,0,0
2021-06-07T14:52:37.583,0,0,0
2021-06-07T14:52:37.587,0,0,0
2021-06-07T14:52:37.591,0,0,0
2021-06-07T14:52:37.595,0,0,0
2021-06-07T14:52:37.599,0,0,0
2021-06-07T14:52:37.603,0,0,0
2021-06-07T14:52:37.607,0,0,0
2021-06-07T14:52:37.611,0,0,0
2021-06-07T14:52:37.616,0,0,0
2021-06-07T14:52:37.620,0,0,0
2021-06-07T14:52:37.624,0,0,0
2021-06-07T14:52:37.628,0,0,0
2021-06-07T14:52:37.633,0,0,0
2021-06-07T14:52:37.637,0,0,0
2021-06-07T14:52:37.641,0,0,0
2021-06-07T14:52:37.645,0,0,0
2021-06-07T14:52:37.649,0,0,0
2021-06-07T14:52:37.653,0,0,0
2021-06-07T14:52:37.657,0,0,0
2021-06-07T14:52:37.661,0,0,0
2021-06-07T14:52:37.665,0,0,0
2021-06-07T14:52:37.669,0,0,0
2021-06-07T14:52:37.674,0,0,0
2021-06-07T14:52:37.678,0,0,0
2021-06-07T14:52:37.682,0,0,0
2021-06-07T14:52:37.687,0,0,0
2021-06-07T14:52:37.690,0,0,0
2021-06-07T14:52:37.694,0,0,0
2021-06-07T14:52:37.698,0,0,0
2021-06-07T14:52:37.702,0,0,0
2021-06-07T14:52:37.706,0,0,0
2021-06-07T14:52:37.710,0,0,0
2021-06-07T14:52:37.714,0,0,0
2021-06-07T14:52:37.718,0,0,0
2021-06-07T14:52:37.722,0,0,0
2021-06-07T14:52:37.727,0,0,0
2021-06-07T14:52:37.730,0,0,0
2021-06-07T14:52:37.734,0,0,0
2021-06-07T14:52:37.738,0,0,0
2021-06-07T14:52:37.742,0,0,0
2021-06-07T14:52:37.746,0,0,0
2021-06-07T14:52:37.751,0,0,0
2021-06-07T14:52:37.757,0,0,0
2021-06-07T14:52:37.760,0,0,0
2021-06-07T14:52:37.765,0,0,0
2021-06-07T14:52:37.768,0,0,0
2021-06-07T14:52:37.773,0,0,0
2021-06-07T14:52:37.777,0,0,0
2021-06-07T14:52:37.781,0,0,0
2021-06-07T14:52:37.785,0,0,0
2021-06-07T14:52:37.788,0,0,0
2021-06-07T14:52:37.792,0,0,0
2021-06-07T14:52:37.796,0,0,0
2021-06-07T14:52:37.801,0,0,0
2021-06-07T14:52:37.806,0,0,0
2021-06-07T14:52:37.810,0,0,0
2021-06-07T14:52:37.814,0,0,0
2021-06-07T14:52:37.818,0,0,0
2021-06-07T14:52:37.822,0,0,0
2021-06-07T14:52:37.827,0,0,0
2021-06-07T14:52:37.831,0,0,0
2021-06-07T14:52:37.835,0,0,0
2021-06-07T14:52:37.839,0,0,0
2021-06-07T14:52:37.843,0,0,0
2021-06-07T14:52:37.847,0,0,0
2021-06-07T14:52:37.851,0,0,0
2021-06-07T14:52:37.855,0,0,0
2021-06-07T14:52:37.859,0,0,0
2021-06-07T14:52:37.863,0,0,0
2021-06-07T14:52:37.867,0,0,0
2021-06-07T14:52:37.871,0,0,0
2021-06-07T14:52:37.876,0,0,0
2021-06-07T14:52:37.879,0,0,0
2021-06-07T14:52:37.883,0,0,0
2021-06-07T14:52:37.888,0,0,0
2021-06-07T14:52:37.892,0,0,0
2021-06-07T14:52:37.896,0,0,0
2021-06-07T14:52:37.901,0,0,0
2021-06-07T14:52:37.904,0,0,0
2021-06-07T14:52:37.908,0,0,0
2021-06-07T14:52:37.914,0,0,0
2021-06-07T14:52:37.917,0,0,0
2021-06-07T14:52:37.921,0,0,0
2021-06-07T14:52:37.927,0,0,0
2021-06-07T14:52:37.932,0,0,0
2021-06-07T14:52:37.937,0,0,0
2021-06-07T14:52:37.941,0,0,0
2021-06-07T14:52:37.945,0,0,0
2021-06-07T14:52:37.949,0,0,0
2021-06-07T14:52:37.952,0,0,0
2021-06-07T14:52:37.957,0,0,0
2021-06-07T14:52:37.961,0,0,0
2021-06-07T14:52:37.966,0,0,0
2021-06-07T14:52:37.970,0,0,0
2021-06-07T14:52:37.974,0,0,0
2021-06-07T14:52:37.978,0,0,0
2021-06-07T14:52:37.982,0,0,0
2021-06-07T14:52:37.986,0,0,0
2021-06-07T14:52:37.990,0,0,0
2021-06-07T14:52:37.994,0,0,0
2021-06-07T14:52:37.998,0,0,0
2021-06-07T14:52:38.002,0,0,0
2021-06-07T14:52:38.006,0,0,0
2021-06-07T14:52:38.010,0,0,0
2021-06-07T14:52:38.014,0,0,0
2021-06-07T14:52:38.018,0,0,0
2021-06-07T14:52:38.022,0,0,0
2021-06-07T14:52:38.027,0,0,0
2021-06-07T14:52:38.031,0,0,0
2021-06-07T14:52:38.036,0,0,0
2021-06-07T14:52:38.040,0,0,0
2021-06-07T14:52:38.046,0,0,0
2021-06-07T14:52:38.049,0,0,0
2021-06-07T14:52:38.053,0,0,0
2021-06-07T14:52:38.057,0,0,0
2021-06-07T14:52:38.061,0,0,0
2021-06-07T14:52:38.065,0,0,0
2021-06-07T14:52:38.069,0,0,0
2021-06-07T14:52:38.073,0,0,0
2021-06-07T14:52:38.077,0,0,0
2021-06-07T14:52:38.081,0,0,0
2021-06-07T14:52:38.086,0,0,0
2021-06-07T14:52:38.090,0,0,0
2021-06-07T14:52:38.095,0,0,0
2021-06-07T14:52:38.099,0,0,0
2021-06-07T14:52:38.103,0,0,0
2021-06-07T14:52:38.107,0,0,0
2021-06-07T14:52:38.111,0,0,0
2021-06-07T14:52:38.115,0,0,0
2021-06-07T14:52:38.119,0,0,0
2021-06-07T14:52:38.123,0,0,0
2021-06-07T14:52:38.128,0,0,0
2021-06-07T14:52:38.132,0,0,0
2021-06-07T14:52:38.136,0,0,0
2021-06-07T14:52:38.141,0,0,0
2021-06-07T14:52:38.144,0,0,0
2021-06-07T14:52:38.149,0,0,0
2021-06-07T14:52:38.153,0,0,0
2021-06-07T14:52:38.157,0,0,0
2021-06-07T14:52:38.161,0,0,0
2021-06-07T14:52:38.165,0,0,0
2021-06-07T14:52:38.170,0,0,0
2021-06-07T14:52:38.174,0,0,0
2021-06-07T14:52:38.178,0,0,0
2021-06-07T14:52:38.182,0,0,0
2021-06-07T14:52:38.186,0,0,0
2021-06-07T14:52:38.190,0,0,0
2021-06-07T14:52:38.194,0,0,0
2021-06-07T14:52:38.198,0,0,0
2021-06-07T14:52:38.202,0,0,0
2021-06-07T14:52:38.206,0,0,0
2021-06-07T14:52:38.210,0,0,0
2021-06-07T14:52:38.214,0,0,0
2021-06-07T14:52:38.218,0,0,0
2021-06-07T14:52:38.222,0,0,0
2021-06-07T14:52:38.226,0,0,0
2021-06-07T14:52:38.230,0,0,0
2021-06-07T14:52:38.234,0,0,0
2021-06-07T14:52:38.238,0,0,0
2021-06-07T14:52:38.243,0,0,0
2021-06-07T14:52:38.247,0,0,0
2021-06-07T14:52:38.251,0,0,0
2021-06-07T14:52:38.255,0,0,0
2021-06-07T14:52:38.259,0,0,0
2021-06-07T14:52:38.263,0,0,0
2021-06-07T14:52:38.267,0,0,0
2021-06-07T14:52:38.271,0,0,0
2021-06-07T14:52:38.275,0,0,0
2021-06-07T14:52:38.279,0,0,0
2021-06-07T14:52:38.283,0,0,0
2021-06-07T14:52:38.287,0,0,0
2021-06-07T14:52:38.291,0,0,0
2021-06-07T14:52:38.295,0,0,0
2021-06-07T14:52:38.299,0,0,0
2021-06-07T14:52:38.303,0,0,0
2021-06-07T14:52:38.308,0,0,0
2021-06-07T14:52:38.313,0,0,0
2021-06-07T14:52:38.317,0,0,0
2021-06-07T14:52:38.322,0,0,0
2021-06-07T14:52:38.326,0,0,0
2021-06-07T14:52:38.330,0,0,0
2021-06-07T14:52:38.335,0,0,0
2021-06-07T14:52:38.338,0,0,0
2021-06-07T14:52:38.343,0,0,0
2021-06-07T14:52:38.348,0,0,0
2021-06-07T14:52:38.352,0,0,0
2021-06-07T14:52:38.356,0,0,0
2021-06-07T14:52:38.360,0,0,0
2021-06-07T14:52:38.364,0,0,0
2021-06-07T14:52:38.367,0,0,0
2021-06-07T14:52:38.371,0,0,0
2021-06-07T14:52:38.375,0,0,0
2021-06-07T14:52:38.379,0,0,0
2021-06-07T14:52:38.384,0,0,0
2021-06-07T14:52:38.387,0,0,0
2021-06-07T14:52:38.391,0,0,0
2021-06-07T14:52:38.397,0,0,0
2021-06-07T14:52:38.401,0,0,0
2021-06-07T14:52:38.405,0,0,0
2021-06-07T14:52:38.408,0,0,0
2021-06-07T14:52:38.412,0,0,0
2021-06-07T14:52:38.418,0,0,0
2021-06-07T14:52:38.422,0,0,0
2021-06-07T14:52:38.426,0,0,0
2021-06-07T14:52:38.431,0,0,0
2021-06-07T14:52:38.436,0,0,0
2021-06-07T14:52:38.441,0,0,0
2021-06-07T14:52:38.446,0,0,0
2021-06-07T14:52:38.450,0,0,0
2021-06-07T14:52:38.455,0,0,0
2021-06-07T14:52:38.459,0,0,0
2021-06-07T14:52:38.463,0,0,0
2021-06-07T14:52:38.467,0,0,0
2021-06-07T14:52:38.471,0,0,0
2021-06-07T14:52:38.476,0,0,0
2021-06-07T14:52:38.480,0,0,0
2021-06-07T14:52:38.484,0,0,0
2021-06-07T14:52:38.488,0,0,0
2021-06-07T14:52:38.492,0,0,0
2021-06-07T14:52:38.496,0,0,0
2021-06-07T14:52:38.501,0,0,0
2021-06-07T14:52:38.504,0,0,0
2021-06-07T14:52:38.510,0,0,0
2021-06-07T14:52:38.514,0,0,0
2021-06-07T14:52:38.518,0,0,0
2021-06-07T14:52:38.522,0,0,0
2021-06-07T14:52:38.527,0,0,0
2021-06-07T14:52:38.532,0,0,0
2021-06-07T14:52:38.536,0,0,0
2021-06-07T14:52:38.540,0,0,0
2021-06-07T14:52:38.545,0,0,0
2021-06-07T14:52:38.549,0,0,0
2021-06-07T14:52:38.553,0,0,0
2021-06-07T14:52:38.557,0,0,0
2021-06-07T14:52:38.560,0,0,0
2021-06-07T14:52:38.565,0,0,0
2021-06-07T14:52:38.569,0,0,0
2021-06-07T14:52:38.573,0,0,0
2021-06-07T14:52:38.577,0,0,0
2021-06-07T14:52:38.581,0,0,0
2021-06-07T14:52:38.585,0,0,0
2021-06-07T14:52:38.589,0,0,0
2021-06-07T14:52:38.594,0,0,0
2021-06-07T14:52:38.598,0,0,0
2021-06-07T14:52:38.603,0,0,0
2021-06-07T14:52:38.607,0,0,0
2021-06-07T14:52:38.612,0,0,0
2021-06-07T14:52:38.616,0,0,0
2021-06-07T14:52:38.620,0,0,0
2021-06-07T14:52:38.624,0,0,0
2021-06-07T14:52:38.628,0,0,0
2021-06-07T14:52:38.632,0,0,0
2021-06-07T14:52:38.637,0,0,0
2021-06-07T14:52:38.641,0,0,0
2021-06-07T14:52:38.645,0,0,0
2021-06-07T14:52:38.649,0,0,0
2021-06-07T14:52:38.653,0,0,0
2021-06-07T14:52:38.657,0,0,0
2021-06-07T14:52:38.661,0,0,0
2021-06-07T14:52:38.665,0,0,0
2021-06-07T14:52:38.669,0,0,0
2021-06-07T14:52:38.673,0,0,0
2021-06-07T14:52:38.678,0,0,0
2021-06-07T14:52:38.682,0,0,0
2021-06-07T14:52:38.685,0,0,0
2021-06-07T14:52:38.689,0,0,0
2021-06-07T14:52:38.694,0,0,0
2021-06-07T14:52:38.698,0,0,0
2021-06-07T14:52:38.701,0,0,0
2021-06-07T14:52:38.705,0,0,0
2021-06-07T14:52:38.709,0,0,0
2021-06-07T14:52:38.713,0,0,0
2021-06-07T14:52:38.717,0,0,0
2021-06-07T14:52:38.721,0,0,0
2021-06-07T14:52:38.725,0,0,0
2021-06-07T14:52:38.729,0,0,0
2021-06-07T14:52:38.734,0,0,0
2021-06-07T14:52:38.739,0,0,0
2021-06-07T14:52:38.742,0,0,0
2021-06-07T14:52:38.746,0,0,0
2021-06-07T14:52:38.750,0,0,0
2021-06-07T14:52:38.754,0,0,0
2021-06-07T14:52:38.758,0,0,0
2021-06-07T14:52:38.762,0,0,0
2021-06-07T14:52:38.766,0,0,0
2021-06-07T14:52:38.770,0,0,0
2021-06-07T14:52:38.774,0,0,0
2021-06-07T14:52:38.778,0,0,0
2021-06-07T14:52:38.782,0,0,0
2021-06-07T14:52:38.786,0,0,0
2021-06-07T14:52:38.790,0,0,0
2021-06-07T14:52:38.794,0,0,0
2021-06-07T14:52:38.798,0,0,0
2021-06-07T14:52:38.802,0,0,0
2021-06-07T14:52:38.806,0,0,0
2021-06-07T14:52:38.811,0,0,0
2021-06-07T14:52:38.817,0,0,0
2021-06-07T14:52:38.820,0,0,0
2021-06-07T14:52:38.824,0,0,0
2021-06-07T14:52:38.828,0,0,0
2021-06-07T14:52:38.832,0,0,0
2021-06-07T14:52:38.836,0,0,0
2021-06-07T14:52:38.841,0,0,0
2021-06-07T14:52:38.845,0,0,0
2021-06-07T14:52:38.848,0,0,0
2021-06-07T14:52:38.853,0,0,0
2021-06-07T14:52:38.857,0,0,0
2021-06-07T14:52:38.861,0,0,0
2021-06-07T14:52:38.865,0,0,0
2021-06-07T14:52:38.869,0,0,0
2021-06-07T14:52:38.872,0,0,0
2021-06-07T14:52:38.877,0,0,0
2021-06-07T14:52:38.882,0,0,0
2021-06-07T14:52:38.886,0,0,0
2021-06-07T14:52:38.891,0,0,0
2021-06-07T14:52:38.895,0,0,0
2021-06-07T14:52:38.899,0,0,0
2021-06-07T14:52:38.904,0,0,0
2021-06-07T14:52:38.909,0,0,0
2021-06-07T14:52:38.913,0,0,0
2021-06-07T14:52:38.918,0,0,0
2021-06-07T14:52:38.922,0,0,0
2021-06-07T14:52:38.926,0,0,0
2021-06-07T14:52:38.930,0,0,0
2021-06-07T14:52:38.934,0,0,0
2021-06-07T14:52:38.938,0,0,0
2021-06-07T14:52:38.942,0,0,0
2021-06-07T14:52:38.946,0,0,0
2021-06-07T14:52:38.950,0,0,0
2021-06-07T14:52:38.954,0,0,0
2021-06-07T14:52:38.958,0,0,0
2021-06-07T14:52:38.962,0,0,0
2021-06-07T14:52:38.966,0,0,0
2021-06-07T14:52:38.970,0,0,0
2021-06-07T14:52:38.974,0,0,0
2021-06-07T14:52:38.978,0,0,0
2021-06-07T14:52:38.982,0,0,0
2021-06-07T14:52:38.987,0,0,0
2021-06-07T14:52:38.991,0,0,0
2021-06-07T14:52:38.995,0,0,0
2021-06-07T14:52:38.999,0,0,0
2021-06-07T14:52:39.003,0,0,0
2021-06-07T14:52:39.007,0,0,0
2021-06-07T14:52:39.011,0,0,0
2021-06-07T14:52:39.015,0,0,0
2021-06-07T14:52:39.019,0,0,0
2021-06-07T14:52:39.023,0,0,0
2021-06-07T14:52:39.027,0,0,0
2021-06-07T14:52:39.031,0,0,0
2021-06-07T14:52:39.035,0,0,0
2021-06-07T14:52:39.039,0,0,0
2021-06-07T14:52:39.044,0,0,0
2021-06-07T14:52:39.047,0,0,0
2021-06-07T14:52:39.052,0,0,0
2021-06-07T14:52:39.057,0,0,0
2021-06-07T14:52:39.061,0,0,0
2021-06-07T14:52:39.065,0,0,0
2021-06-07T14:52:39.070,0,0,0
2021-06-07T14:52:39.076,0,0,0
2021-06-07T14:52:39.080,0,0,0
2021-06-07T14:52:39.084,0,0,0
2021-06-07T14:52:39.088,0,0,0
2021-06-07T14:52:39.092,0,0,0
2021-06-07T14:52:39.096,0,0,0
2021-06-07T14:52:39.100,0,0,0
2021-06-07T14:52:39.104,0,0,0
2021-06-07T14:52:39.108,0,0,0
2021-06-07T14:52:39.112,0,0,0
2021-06-07T14:52:39.116,0,0,0
2021-06-07T14:52:39.120,0,0,0
2021-06-07T14:52:39.124,0,0,0
2021-06-07T14:52:39.128,0,0,0
2021-06-07T14:52:39.132,0,0,0
2021-06-07T14:52:39.136,0,0,0
2021-06-07T14:52:39.140,0,0,0
2021-06-07T14:52:39.144,0,0,0
2021-06-07T14:52:39.149,0,0,0
2021-06-07T14:52:39.153,0,0,0
2021-06-07T14:52:39.158,0,0,0
2021-06-07T14:52:39.163,0,0,0
2021-06-07T14:52:39.168,0,0,0
2021-06-07T14:52:39.171,0,0,0
2021-06-07T14:52:39.177,0,0,0
2021-06-07T14:52:39.181,0,0,0
2021-06-07T14:52:39.186,0,0,0
2021-06-07T14:52:39.190,0,0,0
2021-06-07T14:52:39.194,0,0,0
2021-06-07T14:52:39.198,0,0,0
2021-06-07T14:52:39.202,0,0,0
2021-06-07T14:52:39.206,0,0,0
2021-06-07T14:52:39.210,0,0,0
2021-06-07T14:52:39.214,0,0,0
2021-06-07T14:52:39.220,0,0,0
2021-06-07T14:52:39.225,0,0,0
2021-06-07T14:52:39.229,0,0,0
2021-06-07T14:52:39.233,0,0,0
2021-06-07T14:52:39.238,0,0,0
2021-06-07T14:52:39.242,0,0,0
2021-06-07T14:52:39.246,0,0,0
2021-06-07T14:52:39.250,0,0,0
2021-06-07T14:52:39.254,0,0,0
2021-06-07T14:52:39.258,0,0,0
2021-06-07T14:52:39.262,0,0,0
2021-06-07T14:52:39.266,0,0,0
2021-06-07T14:52:39.270,0,0,0
2021-06-07T14:52:39.274,0,0,0
2021-06-07T14:52:39.278,0,0,0
2021-06-07T14:52:39.282,0,0,0
2021-06-07T14:52:39.286,0,0,0
2021-06-07T14:52:39.290,0,0,0
2021-06-07T14:52:39.294,0,0,0
2021-06-07T14:52:39.298,0,0,0
2021-06-07T14:52:39.303,0,0,0
2021-06-07T14:52:39.308,0,0,0
2021-06-07T14:52:39.313,0,0,0
2021-06-07T14:52:39.316,0,0,0
2021-06-07T14:52:39.320,0,0,0
2021-06-07T14:52:39.325,0,0,0
2021-06-07T14:52:39.328,0,0,0
2021-06-07T14:52:39.332,0,0,0
2021-06-07T14:52:39.336,0,0,0
2021-06-07T14:52:39.340,0,0,0
2021-06-07T14:52:39.344,0,0,0
2021-06-07T14:52:39.348,0,0,0
2021-06-07T14:52:39.353,0,0,0
2021-06-07T14:52:39.358,0,0,0
2021-06-07T14:52:39.362,0,0,0
2021-06-07T14:52:39.366,0,0,0
2021-06-07T14:52:39.371,0,0,0
2021-06-07T14:52:39.375,0,0,0
2021-06-07T14:52:39.379,0,0,0
2021-06-07T14:52:39.383,0,0,0
2021-06-07T14:52:39.387,0,0,0
2021-06-07T14:52:39.392,0,0,0
2021-06-07T14:52:39.396,0,0,0
2021-06-07T14:52:39.400,0,0,0
2021-06-07T14:52:39.404,0,0,0
2021-06-07T14:52:39.408,0,0,0
2021-06-07T14:52:39.412,0,0,0
2021-06-07T14:52:39.416,0,0,0
2021-06-07T14:52:39.420,0,0,0
2021-06-07T14:52:39.424,0,0,0
2021-06-07T14:52:39.428,0,0,0
2021-06-07T14:52:39.432,0,0,0
2021-06-07T14:52:39.436,0,0,0
2021-06-07T14:52:39.440,0,0,0
2021-06-07T14:52:39.444,0,0,0
2021-06-07T14:52:39.449,0,0,0
2021-06-07T14:52:39.454,0,0,0
2021-06-07T14:52:39.458,0,0,0
2021-06-07T14:52:39.462,0,0,0
2021-06-07T14:52:39.466,0,0,0
2021-06-07T14:52:39.470,0,0,0
2021-06-07T14:52:39.474,0,0,0
2021-06-07T14:52:39.478,0,0,0
2021-06-07T14:52:39.482,0,0,0
2021-06-07T14:52:39.486,0,0,0
2021-06-07T14:52:39.490,0,0,0
2021-06-07T14:52:39.494,0,0,0
2021-06-07T14:52:39.498,0,0,0
2021-06-07T14:52:39.502,0,0,0
2021-06-07T14:52:39.506,0,0,0
2021-06-07T14:52:39.510,0,0,0
2021-06-07T14:52:39.515,0,0,0
2021-06-07T14:52:39.519,0,0,0
2021-06-07T14:52:39.523,0,0,0
2021-06-07T14:52:39.527,0,0,0
2021-06-07T14:52:39.531,0,0,0
2021-06-07T14:52:39.535,0,0,0
2021-06-07T14:52:39.540,0,0,0
2021-06-07T14:52:39.544,0,0,0
2021-06-07T14:52:39.548,0,0,0
2021-06-07T14:52:39.552,0,0,0
2021-06-07T14:52:39.556,0,0,0
2021-06-07T14:52:39.560,0,0,0
2021-06-07T14:52:39.565,0,0,0
2021-06-07T14:52:39.571,0,0,0
2021-06-07T14:52:39.576,0,0,0
2021-06-07T14:52:39.579,0,0,0
2021-06-07T14:52:39.584,0,0,0
2021-06-07T14:52:39.588,0,0,0
2021-06-07T14:52:39.592,0,0,0
2021-06-07T14:52:39.596,0,0,0
